Invoice,Invoice Number,Supplier Number,Invoice Date,Submit for Approval?,Handling Amount,Misc Amount,Shipping Amount,Line Level Taxation,Requester Email,Chart of Accounts,Currency,Image Scan Filename,Type of Document,Purchasing Organization,Remit To Code,Type of Invoice
invoice Line,Invoice Number,Supplier Number,Description,Price,Account Segment 1,Account Segment 2,Account Segment 3,Account Segment 4,Account Segment 5,Account Segment 6,Account Segment 7,Account Segment 8,Account Segment 9,Commodity Name,
Invoice,BPT128129x44932,0000128129,2023-01-06,No,,,,No,liz.williams@messer-us.com,US40,USD,,Invoice,,0000128129,Taxes
Invoice Line,BPT128129x44932,0000128129,8283521012211,$145.2700,Z,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8287390012211,$31.3600,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8293378012211,$137.5000,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8301833012211,$59.6600,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8400066012211,$313.5200,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8401813012211,$465.0100,Z,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8401869012211,$395.3200,Z,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8401961012211,$160.5300,Z,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8403109012211,$656.1400,Z,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8404019012211,$51.3600,Z ,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8404613012211,$361.3600,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8404983012211,$70.8500,K ,0000502501,0030405900,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8405155012211,$165.9800,Z,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8405857012211,$518.5100,Z,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05
Invoice Line,BPT128129x44932,0000128129,8406212012211,$523.0400,Z,0000106213,,,,No WBS,Property Tax,,09-04-05,09-04-05
